Well ID	Time ID	Median C2	Median C3					
105100802	9	26296	23119					
105100805	1	23245	18370					
105100805	2	22871	18042					
105100805	3	24301	19221					
105100805	4	24153	19782					
105100805	5	23959	20254					
105100805	6	24655	20640					
105100805	7	24634	21353					
105100805	8	24549	21342					
105100805	9	23969	21160					
105100906	1	27771	20546					
105100906	2	22787	20438					
105100906	3	21648	20619					
105100906	4	23291	21136					
105100906	5	23602	21857					
105100906	6	23535	21823					
105100906	7	23487	22616					
105100906	8	23687	22495					
105100906	9	23531	22635					
105101005	1	28988	17622					
105101005	2	29104	17494					
105101005	3	28386	18478					
105101005	4	29790	19536					
105101005	5	29975	19828					
105101005	6	29617	19916					
105101005	7	30853	19836					
105101005	8	30643	20145					
105101005	9	30553	20399					
105101006	1	18658	14865					
105101006	8	22758	17659					
105101006	9	23001	17988					
105101007	1	22472	18131					
105101007	2	20341	17716					
105101007	3	22520	17835					
105101007	4	23161	19580					
105101007	5	24031	19388					
105101007	6	24361	20054					
105101007	7	27443	20919					
105101007	8	25896	20323					
105101007	9	27580	20716					
105101101	1	19690	20229					
105101101	2	19396	19466					
105101101	3	20104	20973					
105101101	4	21099	21314					
105101101	5	20314	21492					
105101101	6	21514	22303					
105101101	7	21917	21843					
105101101	8	21389	22420					
105101101	9	21800	23257					
105101102	1	19114	20515					
105101102	2	19659	20022					
105101102	3	20165	20646					
105101102	4	20847	22203					
105101102	5	21041	22930					
105101102	6	20926	23044					
105101102	7	22020	23877					
105101102	8	21476	22965					
105101102	9	22935	21921					
105101106	1	19095	20480					
105101106	2	20966	18337					
105101106	3	20554	20397					
105101106	4	20408	20427					
105101106	5	20526	20646					
105101106	6	21025	20978					
105101106	7	20515	20440					
105101106	8	21328	20915					
105101106	9	21498	22534					
105110103	1	19221	19618					
105110103	2	19371	19409					
105110103	3	20234	21510					
105110103	4	22379	21397					
105110103	5	22759	21684					
105110103	6	21923	21590					
105110103	7	21656	22378					
105110103	8	21856	22252					
105110103	9	21671	21845					
105110104	8	21940	14722					
105110201	1	20011	16766					
105110201	2	20334	17659					
105110201	3	21527	17825					
105110201	4	22014	19300					
105110201	5	22321	19788					
105110201	6	23099	20323					
105110201	7	24038	20201					
105110201	8	24052	20608					
105110201	9	24514	20891					
105110202	1	21465	21005					
105110202	2	20794	20929					
105110202	3	22317	22681					
105110202	4	22577	24198					
105110202	5	22111	24535					
105110202	6	22150	24910					
105110202	7	22895	24774					
105110202	8	22563	24966					
105110202	9	22729	25128					
105110203	1	21758	24326					
105110203	2	22261	24529					
105110203	3	23388	24214					
105110203	4	23124	25848					
105110203	5	23720	26323					
105110203	6	23141	25442					
105110203	7	25204	25888					
105110203	8	24247	26082					
105110203	9	24081	26152					
105110206	1	39389	26051					
105110206	2	40320	26074					
105110206	3	39903	27212					
105110206	4	41933	28716					
105110206	5	40715	28267					
105110206	6	40449	28196					
105110206	7	40783	28344					
105110206	8	42326	28827					
105110206	9	42649	28916					
105110304	1	18666	18145					
105110304	2	19905	17530					
105110304	3	20945	18507					
105110304	4	21299	19819					
105110304	5	22032	19749					
105110304	6	21489	20065					
105110304	7	22131	20228					
105110304	8	22093	20564					
105110304	9	23137	20909					
105110409	1	17558	13575					
105110506	1	31237	15747					
105110506	2	32528	16218					
105110506	3	33571	16868					
105110506	4	34599	18121					
105110506	5	33995	17947					
105110506	6	33473	18264					
105110506	7	34437	18684					
105110506	8	35230	18545					
105110506	9	35819	19375					
105110509	1	18082	19222					
105110509	2	18913	18278					
105110509	3	19490	19899					
105110509	4	20549	19885					
105110509	5	20232	20351					
105110509	6	20186	21391					
105110509	7	21130	22037					
105110509	8	20823	21216					
105110509	9	20836	21384					
105110510	1	20223	26397					
105110510	2	21528	27451					
105110510	3	21882	27399					
105110510	4	21855	27681					
105110510	5	22627	28072					
105110510	6	23673	28347					
105110510	7	25310	29189					
105110510	8	24448	28909					
105110510	9	24777	28900					
105110701	1	21432	23723					
105110701	2	21648	24707					
105110701	3	21870	24832					
105110701	4	22307	25472					
105110701	5	22747	26315					
105110701	6	23822	27274					
105110701	7	24869	26876					
105110701	8	24952	27380					
105110701	9	25514	27547					
105110709	6	16785	16419					
105110902	1	20913	16100					
105110902	2	21186	16612					
105110902	3	21782	17619					
105110902	4	22118	17869					
105110902	5	22793	18495					
105110902	6	22552	18616					
105110902	7	22759	19030					
105110902	8	23270	18864					
105110902	9	23345	19431					
105110903	1	28788	16703					
105110903	2	29397	17095					
105110903	3	29569	17534					
105110903	4	31288	19202					
105110903	5	30888	18689					
105110903	6	32313	19151					
105110903	7	32776	19449					
105110903	8	32950	20018					
105110903	9	32764	20226					
105110908	1	22913	20747					
105110908	2	21814	21704					
105110908	3	21205	22437					
105110908	4	22125	23147					
105110908	5	22414	23772					
105110908	6	22957	23621					
105110908	7	25271	24619					
105110908	8	22736	23169					
105110908	9	22465	23726					
105110911	1	17892	12338					
105110911	2	18342	12237					
105110911	4	18952	13679					
105110911	5	18599	13825					
105110911	7	18790	14001					
105110911	8	19261	14188					
105110911	9	18944	14514					
105111001	1	23022	14694					
105111001	2	24792	15023					
105111001	3	26078	15308					
105111001	4	27284	16431					
105111001	5	27393	16831					
105111001	6	28191	17340					
105111001	7	28492	17197					
105111001	8	29014	17354					
105111001	9	29838	17599					
105111007	3	17451	15306					
105111103	1	18920	15029					
105111103	2	19837	15331					
105111103	3	20458	16625					
105111103	4	20605	16660					
105111103	5	20640	17380					
105111103	6	20753	18247					
105111103	7	21305	18013					
105111103	8	21026	17903					
105111103	9	20961	18147					
105111105	1	20323	16624					
105111105	2	19503	16703					
105111105	3	20339	18215					
105111105	4	20336	18602					
105111105	5	20783	19136					
105111105	6	21356	19049					
105111105	7	21392	19325					
105111105	8	21853	19022					
105111105	9	21705	19206					
105111110	1	16606	20541					
105111110	2	17029	19734					
105111110	3	17156	20319					
105111110	4	17383	21696					
105111110	5	17780	21944					
105111110	6	17414	22082					
105111110	7	18055	22693					
105111110	8	18111	21443					
105111110	9	18357	22199					
105111111	1	22350	16885					
105111111	2	22481	17051					
105111111	3	22478	17718					
105111111	4	22630	18375					
105111111	5	23408	18549					
105111111	6	22995	18760					
105111111	7	23267	18815					
105111111	8	24235	18151					
105111111	9	24280	19264					
106100101	1	33896	23680					
106100101	2	34647	24553					
106100101	3	34621	24542					
106100101	4	34376	25356					
106100101	5	35562	26179					
106100101	6	33670	26330					
106100101	7	34902	26253					
106100101	8	35173	26639					
106100101	9	34455	27384					
106100106	1	16859	15572					
106100106	2	16934	15184					
106100106	3	17435	15215					
106100106	4	17744	16693					
106100106	5	17655	16827					
106100106	6	18040	17171					
106100106	7	18319	17385					
106100106	8	19698	17891					
106100106	9	21484	17867					
106100107	1	23588	21025					
106100107	2	22164	20333					
106100107	3	21428	20898					
106100107	4	22532	22164					
106100107	5	21836	21569					
106100107	6	21230	22152					
106100107	7	21770	22316					
106100107	8	21556	22412					
106100107	9	23807	22320					
106100109	1	19722	17342					
106100109	2	18687	17446					
106100109	3	18125	17396					
106100109	4	19577	18294					
106100109	5	19385	18979					
106100109	6	19867	18597					
106100109	7	20025	19173					
106100109	8	19744	19188					
106100109	9	20357	19490					
106100304	1	26236	17516					
106100304	2	22093	16907					
106100304	3	20288	17796					
106100304	4	21650	18839					
106100304	5	22380	19024					
106100304	6	22822	18914					
106100304	7	23104	20163					
106100304	8	23770	19241					
106100304	9	25798	20460					
106100411	5	16780	14033					
106100503	1	23087	18294					
106100503	2	20763	17389					
106100503	3	20769	18403					
106100503	4	21572	18877					
106100503	5	21596	19253					
106100503	6	21824	19960					
106100503	7	21889	20124					
106100503	8	22145	20040					
106100503	9	21896	20129					
106100506	1	19651	18849					
106100506	2	19453	17917					
106100506	3	19680	18887					
106100506	4	20443	20218					
106100506	5	20253	20200					
106100506	6	20786	20462					
106100506	7	20787	20606					
106100506	8	20963	21249					
106100506	9	21360	20982					
106100508	1	24384	18725					
106100508	2	20087	17923					
106100508	3	20387	18218					
106100508	4	20648	19116					
106100508	5	19933	19273					
106100508	6	20750	19721					
106100508	7	20298	19957					
106100508	8	21155	20209					
106100508	9	20239	20130					
106100602	1	20795	20784					
106100602	2	20776	21360					
106100602	3	21963	21171					
106100602	4	21865	21582					
106100602	5	22776	22925					
106100602	6	22644	22833					
106100602	7	23121	22442					
106100602	8	23152	23199					
106100602	9	22506	23243					
106100605	1	25372	16618					
106100605	1	20688	17292					
106100605	2	25181	16726					
106100605	2	20815	17289					
106100605	3	26423	16627					
106100605	3	21085	17355					
106100605	4	24363	17743					
106100605	4	21248	18261					
106100605	5	24390	18284					
106100605	5	21291	19345					
106100605	6	24447	18348					
106100605	6	21832	19036					
106100605	7	25314	18757					
106100605	7	22706	19659					
106100605	8	27090	19135					
106100605	8	22905	20467					
106100605	9	30181	19268					
106100605	9	24226	20137					
106100607	1	17593	15404					
106100610	1	17486	15569					
106100610	2	16051	14894					
106100610	3	16804	15247					
106100610	4	16750	16207					
106100610	5	17263	16435					
106100610	6	17780	16315					
106100610	7	17606	16358					
106100610	8	17546	16687					
106100610	9	17460	16478					
106100702	1	19525	16930					
106100702	2	19658	16368					
106100702	3	20567	17820					
106100702	4	21265	17719					
106100702	5	22188	18879					
106100702	6	22302	18679					
106100702	7	21572	19524					
106100702	8	22247	19667					
106100702	9	21867	18904					
106100703	9	23468	16599					
106100709	1	18333	18311					
106100709	2	17871	18134					
106100709	3	18378	18277					
106100709	4	18638	19089					
106100709	5	19218	19658					
106100709	6	18920	19841					
106100709	7	19852	20103					
106100709	8	19637	19553					
106100709	9	19504	20512					
106100710	1	20364	18339					
106100710	2	20077	18156					
106100710	3	20141	17802					
106100710	4	20339	18692					
106100710	5	21137	19230					
106100710	6	20651	19085					
106100710	7	20983	19696					
106100710	8	20988	19301					
106100710	9	20959	19528					
106100711	3	15543	13300					
106100803	5	22966	15261					
106100806	1	20904	13068					
106100904	1	23793	15015					
106100904	2	23431	15074					
106100904	3	22246	14810					
106100904	4	23509	15993					
106100904	5	23360	16149					
106100904	6	23439	16275					
106100904	7	26044	17051					
106100904	8	24645	17296					
106100904	9	25584	17290					
106100905	1	20962	14966					
106100905	2	22558	14761					
106100905	3	22293	15162					
106100905	4	22306	15799					
106100905	5	23212	16486					
106100905	6	22884	16535					
106100905	7	22118	17371					
106100905	8	23117	17462					
106100905	9	23551	18246					
106100911	1	16347	15696					
106100911	2	15572	15353					
106100911	3	15753	15394					
106100911	4	16426	15702					
106100911	5	17474	16937					
106100911	6	17208	15668					
106100911	7	16766	16701					
106100911	8	16418	16167					
106100911	9	16870	17855					
106101002	1	18659	18726					
106101002	2	18447	18832					
106101002	3	18451	18874					
106101002	4	19236	19606					
106101002	5	20425	20407					
106101002	6	20110	20615					
106101002	7	20728	20525					
106101002	8	20532	20991					
106101002	9	20961	21040					
106101003	1	19186	18059					
106101003	2	19024	18050					
106101003	3	20056	18024					
106101003	4	19678	18413					
106101003	5	21578	19188					
106101003	6	22139	19366					
106101003	7	22857	20243					
106101003	8	22576	20427					
106101003	9	25000	20157					
106101106	1	20126	16383					
106101106	2	20693	16095					
106101106	3	20309	16463					
106101106	4	20126	17263					
106101106	5	21500	18134					
106101106	6	20642	17515					
106101106	7	21871	18890					
106101106	8	21653	18227					
106101106	9	22587	18408					
106101107	1	17898	17643					
106101107	2	17781	17503					
106101107	3	18482	18099					
106101107	4	18697	18100					
106101107	5	18337	19218					
106101107	6	19358	19652					
106101107	7	19935	20718					
106101107	8	19428	19394					
106101107	9	20759	20330					
106101108	1	23073	17294					
106101108	2	22041	17743					
106101108	3	21859	17125					
106101108	4	23181	18194					
106101108	5	23372	18239					
106101108	6	22987	18557					
106101108	7	23944	18492					
106101108	8	23648	18204					
106101108	9	24293	19005					
106110111	1	17065	12980					
106110111	2	16359	13450					
106110111	3	16563	13579					
106110111	4	17381	14208					
106110111	5	17029	14592					
106110111	6	17627	15130					
106110111	7	18845	14876					
106110111	8	18470	14972					
106110111	9	17963	14808					
106110210	1	16653	16379					
106110210	2	16620	17312					
106110210	3	17001	16954					
106110210	4	17552	18646					
106110210	5	17845	18437					
106110210	6	17883	18751					
106110210	7	17990	18497					
106110210	8	17908	18474					
106110210	9	18376	18680					
106110211	1	18918	13074					
106110211	2	19412	13323					
106110211	3	20140	14313					
106110211	4	20439	14712					
106110211	5	20074	14992					
106110211	6	20952	15655					
106110211	7	22174	15699					
106110211	8	21898	14923					
106110211	9	23057	15831					
106110302	1	22312	21534					
106110302	2	21252	20671					
106110302	3	22285	21684					
106110302	4	22166	22244					
106110302	5	22109	22262					
106110302	6	22366	22346					
106110302	7	22046	23131					
106110302	8	22373	23346					
106110302	9	22358	23745					
106110309	1	28191	18897					
106110309	2	28307	18453					
106110309	3	28265	18638					
106110309	4	30131	20177					
106110309	5	30405	19920					
106110309	6	30234	20442					
106110309	7	29847	20811					
106110309	8	30045	20562					
106110309	9	30414	20693					
106110402	5	23451	15437					
106110404	1	26503	17350					
106110404	2	26455	17313					
106110404	3	26974	17922					
106110404	4	28999	19747					
106110404	5	27540	19513					
106110404	6	26796	19478					
106110404	7	25915	19873					
106110404	8	26829	20462					
106110404	9	26958	19661					
106110406	1	27409	21441					
106110406	2	26839	20836					
106110406	3	28473	21143					
106110406	4	27837	22512					
106110406	5	27917	21977					
106110406	6	27411	21861					
106110406	7	28999	22680					
106110406	8	29143	22543					
106110406	9	29881	23114					
106110410	1	16775	16726					
106110410	2	16287	16458					
106110410	3	16778	16250					
106110410	4	17720	17645					
106110410	5	17534	17111					
106110410	6	17462	17742					
106110410	7	17771	18567					
106110410	8	18112	18849					
106110410	9	19047	18274					
106110503	3	21955	15026					
106110506	2	20339	14404					
106110506	3	19929	16262					
106110603	1	20481	22008					
106110603	2	20750	21197					
106110603	3	20796	22641					
106110603	4	21471	23803					
106110603	5	22079	24107					
106110603	6	21969	24072					
106110603	7	22731	24640					
106110603	8	24756	25099					
106110603	9	25200	24689					
106110604	1	19699	20322					
106110604	2	19652	20733					
106110604	3	20186	21128					
106110604	4	20983	21882					
106110604	5	21571	22131					
106110604	6	21304	22754					
106110604	7	21142	22699					
106110604	8	22057	21855					
106110604	9	22021	23150					
106110606	1	20741	20749					
106110606	2	20723	21214					
106110606	3	21149	21986					
106110606	4	21821	22387					
106110606	5	21840	22940					
106110606	6	22592	24167					
106110606	7	22276	22842					
106110606	8	21523	23127					
106110606	9	23934	24328					
106110607	1	19568	17947					
106110607	2	20159	17760					
106110607	3	21078	18827					
106110607	4	20796	18648					
106110607	5	21637	20068					
106110607	6	24201	20263					
106110607	7	22526	19903					
106110607	8	23023	20376					
106110607	9	23587	20685					
106110703	1	21029	20485					
106110703	2	20634	20085					
106110703	3	20976	21358					
106110703	4	21416	20749					
106110703	5	21827	22212					
106110703	6	21995	22606					
106110703	7	22484	23041					
106110703	8	22225	23038					
106110703	9	22539	23636					
106110704	1	19957	18446					
106110704	1	23093	25029					
106110704	2	19766	17443					
106110704	2	21838	25298					
106110704	3	20514	18793					
106110704	3	22243	25911					
106110704	4	21527	19171					
106110704	4	21611	25713					
106110704	5	22420	20455					
106110704	5	22453	27002					
106110704	6	21822	19906					
106110704	6	22944	27158					
106110704	7	22479	20610					
106110704	7	26931	27406					
106110704	8	22142	20519					
106110704	8	32679	27173					
106110704	9	22235	20821					
106110704	9	33943	28024					
106110711	1	18763	15352					
106110711	2	19153	15464					
106110711	3	19363	15379					
106110711	4	20358	15956					
106110711	5	19902	15798					
106110711	6	20414	16450					
106110711	7	20772	15982					
106110711	8	20752	17035					
106110711	9	20200	16394					
106110802	1	22961	22677					
106110802	2	21993	22273					
106110802	3	22616	23346					
106110802	4	22595	23692					
106110802	5	23638	24441					
106110802	6	23632	24912					
106110802	7	23763	25312					
106110802	8	24339	25252					
106110802	9	24556	25787					
106110811	1	17597	14462					
106110811	2	17756	14512					
106110811	3	18178	14871					
106110811	4	19461	15884					
106110811	5	18183	15220					
106110811	6	19607	16758					
106110811	7	19121	16130					
106110811	8	20124	16351					
106110811	9	19441	16209					
106110901	1	23211	24606					
106110901	2	21451	26142					
106110901	3	22140	25634					
106110901	4	22285	26113					
106110901	5	22488	26491					
106110901	6	21918	26947					
106110901	7	22851	26681					
106110901	8	23455	27963					
106110901	9	22788	27837					
106110909	1	21882	15350					
106110909	2	21780	15671					
106110909	3	22056	16059					
106110909	4	21904	16170					
106110909	5	22841	16943					
106110909	6	22541	16765					
106110909	7	23196	16897					
106110909	8	23722	17884					
106110909	9	22872	17394					
106111003	1	20868	17140					
106111003	2	21549	16990					
106111003	3	22266	18153					
106111003	4	23079	18610					
106111003	5	22372	18643					
106111003	6	23337	19197					
106111003	7	23154	19399					
106111003	8	24195	19585					
106111003	9	24876	19889					
106111004	2	21453	13772					
106111105	1	22989	17401					
106111105	2	21705	16828					
106111105	3	22250	17900					
106111105	4	21989	18300					
106111105	5	22622	18549					
106111105	6	23125	18995					
106111105	7	23278	19444					
106111105	8	23811	19556					
106111105	9	24075	19873					
106111110	1	23345	19086					
106111110	2	23447	18966					
106111110	3	24155	20009					
106111110	4	23675	20348					
106111110	5	23717	19921					
106111110	6	24314	19856					
106111110	7	25064	20405					
106111110	8	25977	20905					
106111110	9	25395	20754					
107100104	1	23321	14980					
107100104	2	22032	15215					
107100104	3	20375	15561					
107100104	4	20601	15201					
107100104	5	21080	15744					
107100104	6	22429	16353					
107100104	7	22635	16653					
107100104	8	22300	16432					
107100104	9	21631	16809					
107100106	4	19631	12306					
107100110	1	15530	14842					
107100110	2	15460	14177					
107100110	3	15790	14334					
107100110	4	15514	14250					
107100110	5	16233	14513					
107100110	6	16384	14513					
107100110	7	16348	15321					
107100110	8	16756	16099					
107100110	9	16919	14976					
107100307	1	27773	18120					
107100307	1	26442	15164					
107100307	2	29905	17508					
107100307	2	25255	14941					
107100307	3	31270	17704					
107100307	3	26457	15224					
107100307	4	33671	18773					
107100307	4	26635	15697					
107100307	5	33391	18849					
107100307	5	27417	16384					
107100307	6	33251	19305					
107100307	6	27211	16810					
107100307	7	33963	19310					
107100307	7	28812	16683					
107100307	8	35463	20059					
107100307	8	29655	17265					
107100307	9	35560	19653					
107100307	9	30320	17129					
107100308	1	17071	15885					
107100308	2	17914	16188					
107100308	3	18585	16388					
107100308	4	17643	15703					
107100308	5	17755	16565					
107100308	6	18395	16101					
107100308	7	18678	16913					
107100308	8	18961	17346					
107100308	9	19637	17885					
107100309	1	21497	20508					
107100309	2	19820	19588					
107100309	3	20433	20289					
107100309	4	20763	20680					
107100309	5	21564	20729					
107100309	6	21930	21320					
107100309	7	21679	20519					
107100309	8	22361	21975					
107100309	9	22757	21633					
107100403	1	18795	17027					
107100403	2	18935	18179					
107100403	3	20408	18427					
107100403	4	20392	18080					
107100403	5	20631	18936					
107100403	6	20991	18793					
107100403	7	20033	19260					
107100403	8	20157	19454					
107100403	9	20591	19571					
107100404	1	24620	18721					
107100404	2	23758	18214					
107100404	3	22927	18498					
107100404	4	23367	20110					
107100404	5	22802	19614					
107100404	6	23766	20295					
107100404	7	24590	20022					
107100404	8	24374	20238					
107100404	9	25403	20435					
107100411	1	18488	15636					
107100411	2	16674	15935					
107100411	3	16163	16302					
107100411	4	16991	16255					
107100411	5	16464	16828					
107100411	6	16985	17136					
107100411	7	17107	16967					
107100411	8	17286	17480					
107100411	9	17659	17235					
107100507	1	24351	18610					
107100507	2	25508	18283					
107100507	3	27638	18671					
107100507	4	28998	18757					
107100507	5	29567	19477					
107100507	6	27992	19703					
107100507	7	28453	20001					
107100507	8	29551	20589					
107100507	9	29520	20685					
107100601	2	21560	14259					
107100601	3	21679	14192					
107100601	9	23676	17383					
107100603	1	21421	14705					
107100609	1	18362	16839					
107100609	2	17732	16101					
107100609	3	18418	15720					
107100609	4	18647	16322					
107100609	6	18968	17333					
107100609	7	19482	17511					
107100609	8	20881	17634					
107100609	9	20619	18220					
107100611	1	17173	15807					
107100611	2	16460	15522					
107100611	3	17825	15819					
107100611	4	17420	16243					
107100611	5	17270	15941					
107100611	6	17286	15973					
107100611	7	17965	16839					
107100611	8	18290	17200					
107100611	9	19113	17135					
107100705	9	23167	16625					
107100710	1	16672	17095					
107100710	2	16292	15579					
107100710	3	17192	16454					
107100710	4	17622	15724					
107100710	5	17507	16622					
107100710	6	17654	17005					
107100710	7	17527	17238					
107100710	8	17569	17850					
107100710	9	18095	17709					
107100801	1	21028	20262					
107100801	2	20730	20662					
107100801	3	21661	20562					
107100801	4	22256	20836					
107100801	5	21812	20818					
107100801	6	23557	22608					
107100801	7	22670	21732					
107100801	8	22655	22829					
107100801	9	22569	22700					
107100902	1	20766	17159					
107100902	2	19960	16147					
107100902	3	20834	16481					
107100902	4	20537	17351					
107100902	5	20792	17532					
107100902	6	21333	18102					
107100902	7	21692	18633					
107100902	9	21957	19073					
107100908	1	23078	20689					
107100908	2	20679	20894					
107100908	3	20305	20703					
107100908	4	20256	21704					
107100908	5	19997	21976					
107100908	6	20772	22076					
107100908	7	20483	21486					
107100908	8	20457	22294					
107100908	9	21326	22283					
107100909	1	17610	15354					
107100909	2	16946	15452					
107100909	3	17682	15776					
107100909	4	17634	16161					
107100909	5	17965	16592					
107100909	6	18291	17250					
107100909	7	17886	16884					
107100909	8	18035	17992					
107100909	9	18433	18240					
107100911	7	17182	15071					
107101001	1	19476	15380					
107101001	2	19134	16064					
107101001	4	20706	17025					
107101001	6	20932	17040					
107101001	7	20714	17213					
107101001	9	21856	18222					
107101002	1	20644	21916					
107101002	2	20590	22706					
107101002	3	20600	22520					
107101002	4	21001	23164					
107101002	5	21517	23897					
107101002	6	21456	23866					
107101002	7	21412	24123					
107101002	8	21837	24127					
107101002	9	22120	24521					
107101003	1	25298	21164					
107101003	2	24526	21875					
107101003	3	23721	21128					
107101003	4	23857	21387					
107101003	5	24072	22208					
107101003	6	23363	22313					
107101003	7	24276	23082					
107101003	8	23814	23059					
107101003	9	24356	23812					
107101009	1	17940	16806					
107101009	2	17773	16442					
107101009	3	17466	16039					
107101009	4	18468	17078					
107101009	5	18500	17524					
107101009	6	17839	17717					
107101009	7	18597	17232					
107101009	8	18604	17793					
107101009	9	19444	18143					
107101102	1	30965	16020					
107101102	2	34704	15379					
107101102	2	34331	15617					
107101102	3	36583	16130					
107101102	4	38122	16641					
107101102	5	38865	16874					
107101102	6	39110	17283					
107101102	7	38410	17354					
107101102	7	40467	17814					
107101102	8	41910	18019					
107101102	9	42159	18064					
107101103	1	20178	19002					
107101103	2	19292	19848					
107101103	3	19734	19971					
107101103	4	20049	20051					
107101103	5	19716	20824					
107101103	6	21058	20944					
107101103	7	20857	21074					
107101103	8	20844	21269					
107101103	9	20748	21681					
107101106	1	17953	15516					
107101106	2	17497	16014					
107101106	3	17868	15798					
107101106	4	18175	16277					
107101106	6	18271	17188					
107101106	7	19384	17603					
107101107	1	18967	20496					
107101107	2	19439	20842					
107101107	3	19565	21992					
107101107	4	20249	21767					
107101107	5	20392	22150					
107101107	6	19835	22648					
107101107	7	20472	22792					
107101107	8	20993	22903					
107101107	9	20825	23450					
107110109	1	21816	17574					
107110109	2	20742	17182					
107110109	3	20486	17846					
107110109	4	20371	18312					
107110109	5	22448	18583					
107110109	6	22435	18981					
107110109	7	22248	19070					
107110109	8	22745	19381					
107110109	9	22537	19634					
107110204	1	18433	19922					
107110204	2	17997	22701					
107110204	3	18624	23260					
107110204	4	19367	22389					
107110204	5	20521	23876					
107110204	6	20608	23078					
107110204	7	20437	23520					
107110204	8	20409	23707					
107110204	9	21151	23583					
107110208	1	17642	18393					
107110208	2	18002	19482					
107110208	3	17383	18508					
107110208	4	18396	19554					
107110208	5	18593	19390					
107110208	6	18481	19060					
107110208	7	19305	19897					
107110208	8	19865	19973					
107110208	9	19678	20200					
107110209	1	19626	16083					
107110209	2	20579	16935					
107110209	3	20193	17153					
107110209	4	21351	16978					
107110209	5	19598	17239					
107110209	6	20056	18311					
107110209	7	20815	17260					
107110209	8	21117	18127					
107110209	9	20554	17292					
107110211	8	18088	13573					
107110301	1	19550	17558					
107110301	2	20388	17508					
107110301	3	20275	18353					
107110301	4	21216	18184					
107110301	5	21292	17747					
107110301	6	20839	19159					
107110301	7	21423	18720					
107110301	8	22216	18791					
107110301	9	21645	20675					
107110305	1	18587	18531					
107110305	2	18726	18378					
107110305	3	19616	19465					
107110305	4	19513	19476					
107110305	5	19318	20145					
107110305	6	19734	19467					
107110305	7	20045	19813					
107110305	8	20296	21485					
107110305	9	20659	19981					
107110306	1	25894	16470					
107110306	2	27349	16516					
107110306	3	27465	17060					
107110306	4	28027	17489					
107110306	5	27715	17770					
107110306	6	30111	17934					
107110306	7	29525	17669					
107110306	8	29282	18550					
107110306	9	29988	18273					
107110311	1	15679	17691					
107110311	2	16211	17897					
107110311	3	15851	19122					
107110311	4	15976	19473					
107110311	5	16875	19141					
107110311	6	16840	18603					
107110311	7	16957	19338					
107110311	8	17123	20398					
107110311	9	16659	21180					
107110401	1	23253	25994					
107110401	2	21838	26306					
107110401	3	22452	27367					
107110401	4	24026	28215					
107110401	5	24256	28518					
107110401	6	24821	28570					
107110401	7	23764	29068					
107110401	8	23238	28818					
107110401	9	23798	29351					
107110403	1	23281	28083					
107110403	2	23775	29936					
107110403	3	22712	28037					
107110403	4	23128	29225					
107110403	5	23566	30868					
107110403	6	25041	30708					
107110403	7	23901	31270					
107110403	8	22730	32110					
107110403	9	24213	31683					
107110411	7	19091	14551					
107110501	1	22334	22714					
107110501	2	22231	22339					
107110501	3	22204	23154					
107110501	4	22792	23761					
107110501	5	23721	24016					
107110501	6	23432	24248					
107110501	7	23650	24226					
107110501	8	24431	25321					
107110501	9	24254	25899					
107110502	2	18421	15544					
107110504	1	24870	25619					
107110504	2	23927	25576					
107110504	3	23464	25798					
107110504	4	23472	26594					
107110504	5	25456	26653					
107110504	6	25547	27320					
107110504	7	25299	27287					
107110504	8	25564	28096					
107110504	9	25528	28352					
107110509	1	20137	19632					
107110509	2	20719	20425					
107110509	3	22530	19827					
107110509	4	25890	20432					
107110509	5	28119	21154					
107110509	6	24965	20912					
107110509	7	26044	20523					
107110509	8	26528	21523					
107110509	9	27667	21238					
107110601	2	18668	15300					
107110606	1	20868	17792					
107110606	2	19715	17213					
107110606	3	21592	19254					
107110606	4	21466	18747					
107110606	5	21328	18520					
107110606	6	21532	19751					
107110606	7	22446	20315					
107110606	8	22848	19650					
107110606	9	21952	19531					
107110610	1	23199	15338					
107110610	2	23287	15471					
107110610	3	24364	15616					
107110610	4	23041	16388					
107110610	5	23410	16461					
107110610	6	23426	16505					
107110610	7	24457	17452					
107110610	8	25805	17929					
107110610	9	24219	17096					
107110611	1	16155	20165					
107110611	2	16508	21086					
107110611	3	17038	20815					
107110611	4	16747	22097					
107110611	5	16942	22200					
107110611	6	17200	21636					
107110611	7	17167	22223					
107110611	8	18308	22866					
107110611	9	18142	22034					
107110701	1	21794	13356					
107110709	1	27855	21508					
107110709	2	26313	22027					
107110709	3	26001	22740					
107110709	4	26389	22832					
107110709	5	26577	23062					
107110709	6	30867	23235					
107110709	7	28948	23327					
107110709	8	31128	24084					
107110709	9	29726	23922					
107110710	1	19319	18166					
107110710	2	19663	18450					
107110710	3	20366	19133					
107110710	4	21322	19331					
107110710	5	22633	20767					
107110710	6	21105	19682					
107110710	7	21230	20105					
107110710	8	21786	20361					
107110710	9	21848	20137					
107110801	6	20041	17943					
107110808	1	26342	21382					
107110808	2	23785	21446					
107110808	3	22993	21635					
107110808	4	23459	22839					
107110808	5	22784	22392					
107110808	6	22908	23786					
107110808	7	22945	23291					
107110808	8	23912	23352					
107110808	9	23671	23424					
107110907	1	26175	15441					
107110907	2	27285	15565					
107110907	3	26470	15936					
107110907	4	27457	16357					
107110907	5	27619	16795					
107110907	6	28873	17550					
107110907	7	28252	17526					
