Well ID	Time ID	Median C2	Median C3					
107110907	8	27912	17584					
107110907	9	30181	17911					
107110911	1	19375	19593					
107110911	2	18327	18807					
107110911	3	18763	20581					
107110911	4	19474	20876					
107110911	5	21611	20315					
107110911	6	20713	20655					
107110911	7	21052	20958					
107110911	8	22931	21122					
107110911	9	24538	21337					
107111001	1	22537	19425					
107111001	2	22262	19266					
107111001	3	22172	19345					
107111001	4	22572	20065					
107111001	5	23193	20702					
107111001	6	22979	20506					
107111001	7	23971	20847					
107111001	8	23430	21054					
107111001	9	23864	21535					
107111106	1	21883	16229					
107111106	2	20585	16433					
107111106	3	22622	17214					
107111106	4	21947	17763					
107111106	5	21301	17998					
107111106	6	21050	18215					
107111106	7	21545	18583					
107111106	8	21573	18817					
107111106	9	22023	19039					
107111110	3	14955	14517					
107111111	2	17238	12590					
108100101	5	19240	14958					
108100303	1	20827	17558					
108100303	2	20621	17551					
108100303	3	20989	17819					
108100303	4	21412	18308					
108100303	5	21612	18542					
108100303	6	22744	19304					
108100303	7	23317	19696					
108100303	8	23102	19967					
108100303	9	22537	19940					
108100407	1	33448	15485					
108100407	2	34364	15269					
108100407	3	34939	15353					
108100407	4	34346	15848					
108100407	5	33568	16098					
108100407	6	35419	16632					
108100407	7	35318	16941					
108100407	8	35964	16784					
108100407	9	36665	17316					
108100502	1	28059	19525					
108100502	1	36663	22994					
108100502	2	27145	18975					
108100502	2	35582	22623					
108100502	2	22734	15993					
108100502	3	27581	19826					
108100502	3	34606	23773					
108100502	3	23524	16450					
108100502	4	27976	20257					
108100502	4	33339	24567					
108100502	4	23690	17015					
108100502	5	28839	21517					
108100502	5	34301	24494					
108100502	5	23808	17245					
108100502	6	33174	24907					
108100502	6	24958	17832					
108100502	7	27144	21697					
108100502	7	33840	24974					
108100502	8	28797	22181					
108100502	8	35388	25500					
108100502	9	29517	23589					
108100502	9	34851	25818					
108100502	9	24641	18475					
108100505	2	20839	14701					
108100506	2	20554	14226					
108100511	1	19958	16943					
108100511	2	19540	18626					
108100511	3	19476	18185					
108100511	4	20302	18317					
108100511	5	20115	18744					
108100511	6	19067	17482					
108100511	7	20259	19646					
108100511	8	19509	18484					
108100511	9	20016	19832					
108100603	5	22205	14687					
108100606	2	20640	14145					
108100607	1	20724	21737					
108100607	2	20761	21258					
108100607	3	20401	22053					
108100607	4	20636	22485					
108100607	5	21346	22832					
108100607	6	21145	23031					
108100607	7	21416	23203					
108100607	8	21467	23608					
108100607	9	21912	23857					
108100609	1	24876	15698					
108100609	2	24712	15301					
108100609	3	25285	15551					
108100609	4	24035	16394					
108100609	5	23215	16883					
108100609	6	23374	17177					
108100609	7	24641	17171					
108100609	8	25183	17350					
108100609	9	25270	17375					
108100610	1	23866	14632					
108100610	2	22815	14622					
108100610	3	21499	14771					
108100610	4	25094	15754					
108100610	5	23045	15844					
108100610	6	22502	15547					
108100610	7	23081	16086					
108100610	8	24405	16348					
108100610	9	24580	16281					
108100704	1	33141	19586					
108100704	2	32320	19820					
108100704	3	29229	20116					
108100704	4	29758	20850					
108100704	5	28766	20759					
108100704	6	31780	21171					
108100704	7	31553	21939					
108100704	8	31577	22222					
108100704	9	31671	22243					
108100711	1	21930	17633					
108100711	2	22442	18229					
108100711	3	22800	18320					
108100711	4	23117	18627					
108100711	5	24391	19154					
108100711	6	24043	18397					
108100711	7	24783	19044					
108100711	8	26048	19389					
108100711	9	25808	19537					
108100802	3	21893	13923					
108100807	1	19702	20090					
108100807	2	21199	20006					
108100807	3	21244	19957					
108100807	4	21015	20283					
108100807	5	20908	19888					
108100807	6	20534	19362					
108100807	7	22602	21297					
108100807	8	23146	21038					
108100807	9	23327	22288					
108100901	1	21065	23765					
108100901	2	20919	24078					
108100901	3	20605	23339					
108100901	4	21999	25000					
108100901	5	21721	25521					
108100901	6	23622	25179					
108100901	7	24319	25900					
108100901	8	23485	26140					
108100901	9	22520	25655					
108100905	1	19126	19569					
108100905	2	20105	19497					
108100905	3	20360	20567					
108100905	4	20246	19517					
108100905	5	20544	20067					
108100905	6	21130	20583					
108100905	7	21776	21433					
108100905	8	21415	21447					
108100905	9	22524	20791					
108100911	6	17883	14909					
108101002	1	32398	23942					
108101002	2	31105	25226					
108101002	3	28847	25536					
108101002	4	28800	25578					
108101002	5	27533	26274					
108101002	6	28367	25971					
108101002	7	26428	26796					
108101002	8	26907	26774					
108101002	9	26572	27119					
108101107	1	31299	18359					
108101107	2	29858	18280					
108101107	3	33616	18917					
108101107	4	35581	19346					
108101107	5	34821	19635					
108101107	6	36692	20186					
108101107	7	35670	20683					
108101107	8	37505	20419					
108101107	9	37023	20574					
108101108	1	18842	21463					
108101108	2	18521	20093					
108101108	3	18691	21176					
108101108	4	19036	22228					
108101108	5	19595	22123					
108101108	6	19376	22354					
108101108	7	19755	22262					
108101108	8	19703	22521					
108101108	9	19486	23237					
108101109	1	17693	18987					
108101109	2	18397	19547					
108101109	3	18499	19856					
108101109	4	18117	20763					
108101109	5	18635	20036					
108101109	6	18636	21234					
108101109	7	18397	20720					
108101109	8	18926	22034					
108101109	9	18210	21054					
108101111	2	13682	13243					
108101111	8	17280	13958					
108110102	1	18376	14462					
108110102	2	17433	14262					
108110102	3	17631	14675					
108110102	4	18190	16670					
108110102	6	18486	16011					
108110102	7	18979	16217					
108110102	9	19321	17224					
108110104	1	18614	16224					
108110104	2	20378	17509					
108110104	3	19637	17380					
108110104	4	19228	17696					
108110104	5	19284	17786					
108110104	6	20213	19095					
108110104	7	19296	18795					
108110104	8	20220	18668					
108110104	9	19569	18660					
108110105	1	26684	16257					
108110105	2	29605	16551					
108110105	2	30488	16600					
108110105	3	33997	17033					
108110105	3	32093	17266					
108110105	4	34258	18012					
108110105	4	33870	17821					
108110105	5	34403	17874					
108110105	5	35414	18062					
108110105	6	35354	18024					
108110105	6	36249	18494					
108110105	7	36692	18534					
108110105	8	36975	18680					
108110105	9	39251	18665					
108110105	9	39195	19045					
108110107	1	16625	13938					
108110107	2	16616	14337					
108110107	3	17357	14560					
108110107	4	16758	15651					
108110107	6	17788	15899					
108110107	7	17757	16060					
108110107	8	18827	16181					
108110204	1	21921	23182					
108110204	2	22737	23479					
108110204	3	20757	22540					
108110204	4	21447	24959					
108110204	5	21149	24398					
108110204	6	21837	24340					
108110204	7	21625	24019					
108110204	8	22392	24885					
108110204	9	22614	25044					
108110207	1	25881	16899					
108110207	2	24989	16569					
108110207	3	26582	17435					
108110207	4	26446	17693					
108110207	5	25512	18471					
108110207	6	26178	18209					
108110207	7	26962	17946					
108110207	8	28296	18685					
108110207	9	28461	18974					
108110209	1	16616	16175					
108110209	2	16633	16250					
108110209	3	17682	16610					
108110209	4	17230	16984					
108110209	5	17270	17049					
108110209	6	17833	18119					
108110209	7	17788	17480					
108110209	8	17954	17607					
108110209	9	18553	17576					
108110303	1	18450	15754					
108110303	3	18930	16555					
108110303	5	19312	17173					
108110303	6	19427	17758					
108110303	7	19943	18117					
108110303	8	19770	18243					
108110303	9	20310	18270					
108110306	1	19153	19960					
108110306	2	19075	20087					
108110306	3	19201	20221					
108110306	4	19293	20587					
108110306	5	19448	21002					
108110306	6	20575	21495					
108110306	7	20261	20924					
108110306	8	20495	21480					
108110306	9	19851	21610					
108110309	1	16579	20967					
108110309	2	16739	20216					
108110309	3	17003	21239					
108110309	4	17730	22182					
108110309	5	17931	20568					
108110309	6	17584	22140					
108110309	7	17523	20124					
108110309	8	18236	23369					
108110309	9	18552	21754					
108110402	1	24085	17403					
108110402	2	23085	17758					
108110402	3	23302	17890					
108110402	4	22269	18393					
108110402	5	22902	18891					
108110402	6	22344	18953					
108110402	7	24386	19400					
108110402	8	25317	19566					
108110402	9	25960	20047					
108110408	1	30180	19228					
108110408	2	30115	19657					
108110408	3	30306	20012					
108110408	4	31072	20344					
108110408	5	31558	20626					
108110408	6	31181	21177					
108110408	7	32137	21091					
108110408	8	32332	21234					
108110408	9	32058	21677					
108110502	1	21968	14226					
108110502	7	22548	17084					
108110504	4	21953	16035					
108110510	1	17863	19096					
108110510	2	18091	18796					
108110510	3	18120	19623					
108110510	4	18536	19483					
108110510	5	18102	19826					
108110510	6	18301	20016					
108110510	7	18186	20112					
108110510	8	19630	19978					
108110510	9	20524	20319					
108110511	1	21727	21092					
108110511	2	22507	21196					
108110511	3	24947	22444					
108110511	4	26736	22059					
108110511	5	28282	22696					
108110511	6	29898	22397					
108110511	7	29031	22770					
108110511	8	29925	22583					
108110511	9	29778	23620					
108110701	1	19569	17032					
108110701	2	19465	17357					
108110701	3	20620	17588					
108110701	4	19879	18312					
108110701	5	20400	18151					
108110701	6	21129	19477					
108110701	7	21222	19882					
108110701	8	21216	19332					
108110701	9	21512	19059					
108110801	7	19758	18278					
108110805	1	20664	14382					
108110807	1	31548	24560					
108110807	2	34140	24788					
108110807	3	35201	25073					
108110807	4	35456	25486					
108110807	5	36044	26265					
108110807	6	35605	26091					
108110807	7	36626	25676					
108110807	8	36547	26215					
108110807	9	36392	27043					
108110901	4	20864	16686					
108110903	2	21193	15210					
108110907	4	19502	17322					
108110908	8	20929	17179					
108110910	1	19326	18251					
108110910	2	20026	18053					
108110910	3	19743	18273					
108110910	4	19561	18633					
108110910	5	20365	18551					
108110910	6	20703	18637					
108110910	7	20997	19450					
108110910	8	20966	19139					
108110910	9	20769	19005					
108111005	1	27267	21217					
108111005	2	24451	21913					
108111005	3	24134	21741					
108111005	4	24279	22217					
108111005	5	24375	22478					
108111005	6	29331	22554					
108111005	7	34663	22867					
108111005	8	35134	22913					
108111005	9	35816	23379					
108111011	9	17027	15875					
108111108	1	18269	21072					
108111108	2	18191	21907					
108111108	3	18049	21632					
108111108	4	18894	22585					
108111108	5	18754	22288					
108111108	6	19322	22354					
108111108	7	19041	22517					
108111108	8	19018	22539					
108111108	9	19426	23171					
109100111	6	14959	14159					
109100201	7	20021	16244					
109100208	1	17129	16348					
109100208	2	17408	16796					
109100208	3	17409	17176					
109100208	4	17396	16920					
109100208	5	18090	18309					
109100208	6	17392	17365					
109100208	7	17895	17311					
109100208	8	17997	18444					
109100208	9	17570	17724					
109100210	9	16405	15830					
109100211	1	22133	12894					
109100211	2	19606	13017					
109100211	3	18297	13223					
109100211	4	17318	13301					
109100211	6	17789	14041					
109100211	7	17812	14411					
109100211	8	18003	14272					
109100305	1	26918	18164					
109100305	2	27470	18001					
109100305	3	27455	19406					
109100305	4	29871	19484					
109100305	5	27721	19626					
109100305	6	27464	19803					
109100305	7	28025	20440					
109100305	8	28367	20277					
109100305	9	28327	20731					
109100309	5	20466	14889					
109100407	1	23259	14888					
109100407	2	22066	14405					
109100407	3	22300	15311					
109100407	4	22261	15752					
109100407	5	21654	15899					
109100407	6	22126	16490					
109100407	7	22016	16623					
109100407	8	22085	16927					
109100407	9	22518	17185					
109100409	1	25749	19609					
109100409	2	24835	18517					
109100409	3	23446	19452					
109100409	4	24630	19596					
109100409	5	23653	19539					
109100409	6	23953	20162					
109100409	7	24773	20488					
109100409	8	25063	20455					
109100409	9	25126	20951					
109100411	1	16751	14811					
109100411	2	15971	14877					
109100411	3	16377	15088					
109100411	4	16045	14903					
109100411	5	16321	15613					
109100411	6	16957	15972					
109100411	7	16390	16687					
109100411	8	17182	15971					
109100411	9	17184	16182					
109100502	1	20437	23146					
109100502	2	20849	24950					
109100502	3	22565	24850					
109100502	4	21637	24829					
109100502	5	21015	26036					
109100502	6	21671	26975					
109100502	7	22509	26131					
109100502	8	21311	26786					
109100502	9	21831	26433					
109100602	1	27088	20241					
109100602	2	26702	20081					
109100602	3	27536	21298					
109100602	4	26005	21097					
109100602	5	27788	22355					
109100602	6	26651	21975					
109100602	7	27892	21997					
109100602	8	28441	22626					
109100602	9	28114	22886					
109100603	3	22291	15017					
109100702	1	22476	22054					
109100702	2	22244	22869					
109100702	3	21629	22658					
109100702	4	21241	23625					
109100702	5	21439	22236					
109100702	6	22326	24580					
109100702	7	21089	24196					
109100702	8	21785	23863					
109100702	9	22714	23750					
109100704	4	21599	17779					
109100709	1	17963	16148					
109100709	2	18399	16071					
109100709	3	18925	16109					
109100709	4	18999	16700					
109100709	5	19468	16876					
109100709	6	19941	17710					
109100709	7	20384	17518					
109100709	8	22947	17843					
109100709	9	23840	18253					
109100801	1	25163	20541					
109100801	2	26487	20771					
109100801	3	24665	20925					
109100801	4	24354	19941					
109100801	5	26970	21641					
109100801	6	26671	22296					
109100801	7	26416	21099					
109100801	8	25079	21675					
109100801	9	25944	21875					
109100802	1	26797	17155					
109100802	2	27192	18522					
109100802	3	27869	18680					
109100802	4	28498	18422					
109100802	5	29881	19777					
109100802	6	28803	19809					
109100802	7	29277	20531					
109100802	8	28319	20560					
109100802	9	28309	21048					
109100804	6	21709	16865					
109100804	8	18473	19311					
109100805	1	24989	22175					
109100805	2	22829	21405					
109100805	3	22666	22750					
109100805	4	22761	22846					
109100805	5	23601	23154					
109100805	6	23373	23224					
109100805	7	23352	23454					
109100805	8	23616	23940					
109100805	9	23282	24124					
109100806	1	21345	21432					
109100806	2	21184	21365					
109100806	3	22256	23075					
109100806	4	21921	22832					
109100806	5	21700	22973					
109100806	6	21315	23255					
109100806	7	21254	23432					
109100806	8	21760	23678					
109100806	9	21792	23927					
109100901	1	21406	25704					
109100901	2	21859	24678					
109100901	3	22310	26584					
109100901	4	22086	25523					
109100901	5	22111	26284					
109100901	6	22642	27130					
109100901	7	22881	25926					
109100901	8	23285	26955					
109100901	9	23933	26600					
109100902	3	19893	16661					
109100905	1	19273	18515					
109100905	2	19557	18599					
109100905	3	19591	19637					
109100905	4	19092	18961					
109100905	5	20045	19878					
109100905	6	20048	20945					
109100905	7	20121	20629					
109100905	8	19841	20542					
109100905	9	19845	19972					
109100907	1	20010	21023					
109100907	2	20821	21369					
109100907	3	20336	21569					
109100907	4	20512	22048					
109100907	5	20556	22215					
109100907	6	20872	21971					
109100907	7	21290	21896					
109100907	8	21836	22123					
109100907	9	22979	23049					
109101002	1	25183	17259					
109101002	2	24924	18327					
109101002	3	27542	19990					
109101002	4	25803	19243					
109101002	5	26892	19992					
109101002	6	25186	20844					
109101002	7	25103	20496					
109101002	8	26443	21062					
109101002	9	26614	20335					
109101004	1	19520	19231					
109101004	2	18564	19153					
109101004	3	19147	19981					
109101004	4	19462	19528					
109101004	5	18704	20053					
109101004	6	19224	19506					
109101004	7	21677	20879					
109101004	8	22241	20164					
109101004	9	22237	20527					
109101007	1	17962	15699					
109101007	5	18481	17306					
109101106	1	18194	18927					
109101106	2	18384	18202					
109101106	3	18663	20696					
109101106	4	18499	18648					
109101106	5	18815	18281					
109101106	6	19271	19790					
109101106	7	18781	19366					
109101106	8	19592	19199					
109101106	9	18641	20080					
109110104	1	19260	13764					
109110104	6	19929	14795					
109110104	7	20137	15270					
109110107	1	17547	17233					
109110107	2	18293	18215					
109110107	3	17593	19009					
109110107	4	17898	18935					
109110107	5	18193	18663					
109110107	6	19003	18065					
109110107	7	17720	19191					
109110107	8	18863	20014					
109110107	9	18509	20235					
109110201	6	21503	15645					
109110205	1	18758	17429					
109110205	2	19037	17966					
109110205	3	19110	18686					
109110205	4	19367	18582					
109110205	5	20131	19157					
109110205	6	19892	20158					
109110205	7	19843	20112					
109110205	8	19720	19862					
109110205	9	19753	19794					
109110209	1	23738	13995					
109110209	2	26070	14571					
109110209	3	23015	14553					
109110209	4	22910	14884					
109110209	5	23861	15291					
109110209	6	23705	15644					
109110209	7	23905	15653					
109110209	8	24037	15826					
109110209	9	25342	15619					
109110301	1	19023	17437					
109110301	2	19584	17812					
109110301	3	19153	17420					
109110301	4	20242	18459					
109110301	5	20214	18383					
109110301	6	19907	19509					
109110301	7	20277	18916					
109110301	8	21251	19063					
109110301	9	20370	19154					
109110304	1	24592	25776					
109110304	1	23397	26003					
109110304	2	24190	26657					
109110304	2	24140	26037					
109110304	3	23690	26923					
109110304	4	23410	26974					
109110304	5	23187	27347					
109110304	6	23365	27272					
109110304	6	23036	27967					
109110304	7	23921	27632					
109110304	8	24877	28199					
109110304	9	24645	28511					
109110304	9	23850	28085					
109110305	1	19785	19503					
109110305	2	18621	19099					
109110305	3	19335	20267					
109110305	4	18894	19961					
109110305	5	19694	20795					
109110305	6	19893	20752					
109110305	7	20041	20727					
109110305	8	19617	20633					
109110305	9	20219	20161					
109110307	1	17451	15722					
109110307	2	17561	15845					
109110307	4	17924	17145					
109110307	5	18583	17182					
109110308	1	18771	21546					
109110308	2	20005	21855					
109110308	3	20623	21821					
109110308	4	20873	22554					
109110308	5	21046	23073					
109110308	6	21424	22840					
109110308	7	22038	23402					
109110308	8	21934	23763					
109110308	9	22004	23187					
109110309	1	17446	17892					
109110309	2	17110	18055					
109110309	3	17861	16988					
109110309	4	18110	17820					
109110309	5	19022	18676					
109110309	6	18323	19910					
109110309	7	18361	18444					
109110309	8	18728	19803					
109110309	9	18840	18898					
109110502	9	24500	17528					
109110504	8	21032	19415					
109110605	1	20753	22654					
109110605	2	20176	22333					
109110605	3	20690	22962					
109110605	4	20964	23496					
109110605	5	20997	23872					
109110605	6	20638	23197					
109110605	7	20802	23930					
109110605	8	21699	25314					
109110605	9	21857	25255					
109110705	1	23926	24418					
109110705	2	21949	24310					
109110705	3	21857	25309					
109110705	4	21664	25760					
109110705	5	21246	25714					
109110705	6	21680	25706					
109110705	7	21486	25652					
109110705	8	23939	26000					
109110705	9	22323	26632					
109110709	1	17367	19695					
109110709	2	18420	21057					
109110709	3	18233	20331					
109110709	4	18074	20994					
109110709	5	18715	22590					
109110709	6	18666	21772					
109110709	7	18856	22358					
109110709	8	18588	21552					
109110709	9	18973	21697					
109110710	1	19808	15471					
109110710	2	20552	15886					
109110710	3	19976	15841					
109110710	4	20760	16560					
109110710	5	20402	16545					
109110710	6	20644	17028					
109110710	7	21192	17011					
109110710	8	21220	17301					
109110710	9	21578	17519					
109110801	1	19436	17694					
109110801	2	19783	19188					
109110801	3	20188	19085					
109110801	4	20051	20927					
109110801	5	21295	20361					
109110801	6	20511	19431					
109110801	7	20676	20880					
109110801	8	21384	22181					
109110801	9	21046	20461					
109110802	4	22849	16245					
109110804	1	31865	19491					
109110804	2	29748	20542					
109110804	3	28275	20938					
109110804	4	26416	21358					
109110804	5	27368	21005					
109110804	6	28900	21534					
109110804	7	28726	22170					
109110804	8	30124	21861					
109110804	9	31573	22213					
109110808	1	25809	24407					
109110808	2	26378	24693					
109110808	3	26986	25667					
109110808	3	25969	25454					
109110808	4	27418	25656					
109110808	4	26382	25907					
109110808	5	27634	26127					
109110808	6	27251	26344					
109110808	7	28965	26583					
109110808	8	27802	26828					
109110808	9	28101	26212					
109110808	9	28088	27139					
109110902	9	23853	17616					
109110903	1	20161	21716					
109110903	2	20149	22161					
109110903	3	21038	22925					
109110903	4	20491	24593					
109110903	5	20723	22558					
109110903	6	21174	22630					
109110903	7	21030	23033					
109110903	8	20766	23912					
109110903	9	21852	26155					
109110907	4	20959	16531					
109111002	1	19953	22087					
109111002	2	19775	22506					
109111002	3	19994	24348					
109111002	4	20232	22730					
109111002	5	20767	24199					
109111002	6	21096	23677					
109111002	7	21006	24304					
109111002	8	20775	24548					
109111002	9	21103	24727					
109111003	2	21766	15895					
109111003	3	21976	16167					
109111003	5	23750	17234					
109111003	6	23817	17560					
109111003	7	23809	17575					
109111003	8	24260	17859					
109111003	9	22732	18070					
109111007	1	22457	17566					
109111007	2	21908	18061					
109111007	3	21783	18532					
109111007	4	22514	18775					
109111007	5	22267	19151					
109111007	6	22864	19173					
109111007	7	22735	19763					
109111007	8	23663	19982					
109111007	9	24572	20106					
109111010	1	17919	20231					
109111010	2	18593	20843					
109111010	3	19122	21410					
109111010	4	18548	21261					
109111010	5	19410	21118					
109111010	6	18752	20915					
109111010	7	19108	21342					
109111010	8	18827	21548					
109111010	9	18500	20779					
109111102	1	21160	24763					
109111102	2	21235	24946					
109111102	3	21430	26634					
109111102	4	21397	26843					
109111102	5	21197	27100					
109111102	6	21366	26885					
109111102	7	21544	27510					
109111102	8	21351	27832					
109111102	9	21461	28552					
109111103	5	20708	17543					
110100107	1	17451	20173					
110100107	2	17790	20313					
110100107	3	18207	20837					
110100107	4	18119	20902					
110100107	5	18877	21190					
110100107	6	18251	21949					
110100107	7	18011	21358					
110100107	8	18228	21941					
110100107	9	18741	22133					
110100202	1	30099	17960					
110100202	2	30281	17916					
110100202	3	30836	18660					
110100202	4	31405	19584					
110100202	5	31697	19728					
110100202	6	30565	19869					
110100202	7	31540	20255					
110100202	8	32449	20356					
110100202	9	31742	20433					
110100203	1	20620	27889					
110100203	2	20508	27940					
110100203	3	21195	29993					
110100203	4	20974	29357					
110100203	5	21740	30980					
110100203	6	21390	30104					
110100203	7	21771	29703					
110100203	8	22207	29560					
110100203	9	23571	32171					
110100206	1	28567	21457					
110100206	2	22831	22292					
110100206	3	21864	22635					
110100206	4	21917	23662					
110100206	5	23838	24154					
110100206	6	23276	24046					
110100206	7	23560	25277					
110100206	8	24458	24386					
110100206	9	25538	24579					
110100209	2	18163	13039					
110100210	9	19898	14018					
110100301	1	20802	23748					
110100301	2	20196	24355					
110100301	3	20102	24548					
110100301	4	20985	26212					
110100301	5	22481	24976					
110100301	6	22188	25526					
110100301	7	22554	27214					
110100301	8	23150	25509					
110100301	9	23663	26324					
110100306	1	28534	20146					
110100306	2	29722	20399					
110100306	3	29261	21157					
110100306	4	28717	21516					
110100306	5	29635	22028					
110100306	6	28460	22333					
110100306	7	28590	22067					
110100306	8	27609	22360					
110100306	9	28283	22376					
110100310	1	19386	20089					
110100310	2	20387	19924					
110100310	3	20961	20750					
110100310	4	20647	21414					
110100310	5	20518	21086					
110100310	6	21024	22361					
110100310	7	20422	21411					
110100310	8	20071	21526					
110100310	9	20628	21830					
110100402	1	21051	17426					
110100402	2	20701	17593					
110100402	3	21464	18178					
110100402	4	22211	18761					
110100402	4	21923	17709					
110100402	5	23527	18999					
110100402	6	23739	19051					
110100402	7	23734	19681					
110100402	8	24013	19605					
110100402	9	23759	20040					
110100410	1	17337	17728					
110100410	2	16727	18439					
110100410	3	17234	18755					
110100410	4	16715	19315					
110100410	5	17161	18037					
110100410	6	17011	18800					
110100410	7	17460	18775					
110100410	8	17879	20029					
110100410	9	17744	19278					
110100603	7	23106	17390					
110100603	7	23058	16698					
110100605	1	19683	20105					
110100605	1	25145	19815					
110100605	2	21434	21971					
110100605	2	24459	19551					
110100605	3	20681	20660					
110100605	3	23834	20636					
110100605	4	20799	21700					
110100605	4	22354	20907					
110100605	5	21129	21696					
110100605	5	21957	21097					
110100605	6	20426	23166					
110100605	6	22245	22263					
110100605	7	21132	22870					
110100605	7	22113	21322					
110100605	8	22006	22252					
110100605	8	21900	22282					
110100605	9	21117	23673					
110100605	9	22693	22494					
110100606	1	26121	21730					
110100606	2	27092	23145					
110100606	3	25956	23059					
110100606	4	24601	23331					
110100606	5	24278	24081					
110100606	6	24327	24393					
110100606	7	24141	24822					
110100606	8	24259	24154					
110100606	9	24657	24331					
110100609	1	19472	18444					
110100609	2	20548	18661					
110100609	3	19535	19069					
110100609	4	20224	20456					
110100609	5	19230	19752					
110100609	6	20718	21157					
110100609	7	20446	21342					
110100609	8	20618	21059					
110100609	9	20158	21372					
110100610	1	18070	15673					
110100610	3	18293	16039					
110100610	5	18492	16811					
110100610	7	18777	17656					
110100610	8	18464	17413					
110100610	9	18569	17407					
110100702	5	22969	16065					
110100708	1	19247	20170					
110100708	2	19670	19994					
110100708	3	18805	18893					
110100708	4	19415	20872					
110100708	5	19702	20442					
110100708	6	19476	20928					
110100708	7	20145	20806					
110100708	8	19585	22178					
110100708	9	20126	21796					
110100710	9	19367	16602					
110100801	6	22881	17163					
110100803	1	26376	21407					
110100803	2	22119	21001					
110100803	3	21804	21800					
110100803	4	21792	21981					
110100803	5	21873	22643					
110100803	6	21895	22260					
110100803	7	22510	23357					
110100803	8	22683	23364					
110100803	9	22241	22849					
110100901	1	29211	19379					
110100901	2	25904	19699					
110100901	3	24438	20783					
110100901	4	24816	20988					
110100901	5	24743	21295					
110100901	6	24911	21703					
110100901	7	24597	21688					
110100901	8	25301	21843					
110100901	9	25539	22113					
110100910	8	17002	17580					
110101004	1	24176	21545					
110101004	2	23284	21322					
110101004	3	22886	22134					
110101004	4	22905	22541					
110101004	5	22217	22517					
110101004	6	22323	23246					
110101004	7	22812	23746					
110101004	8	22819	23169					
110101004	9	24343	23445					
110101007	1	24229	21142					
110101007	2	23914	20150					
110101007	3	24520	20794					
110101007	4	23347	21769					
110101007	5	24134	21727					
110101007	6	23600	22523					
110101007	7	24388	22428					
110101007	8	24769	22386					
110101007	9	24611	23010					
110101104	1	19236	17567					
110101104	2	19535	18895					
110101104	3	18855	19275					
110101104	4	19453	18777					
110101104	5	19496	18611					
110101104	6	19417	18867					
110101104	7	19822	19118					
110101104	8	19807	19552					
110101104	9	20186	20155					
110101106	1	18611	19064					
110101106	2	18384	19515					
110101106	3	19482	20719					
110101106	4	19437	20352					
110101106	5	19505	20085					
110101106	6	19687	21776					
110101106	7	19631	20112					
110101106	8	19611	21038					
110101106	9	18819	20387					
110101110	1	17067	17394					
110101110	2	17186	17047					
110101110	3	16908	18077					
110101110	4	16750	18144					
110101110	5	17333	18941					
110101110	6	18377	19366					
110101110	7	17449	18536					
110101110	8	17568	18834					
110101110	9	17816	19144					
110110101	1	17911	18178					
110110101	2	18388	19369					
110110101	3	17944	20156					
110110101	4	18735	20047					
110110101	5	18981	19952					
110110101	6	18978	20110					
110110101	7	18794	19319					
110110101	8	20056	20262					
110110101	9	21163	21006					
110110104	1	17387	17184					
110110104	2	18945	18682					
110110104	3	19051	18368					
110110104	4	18342	17460					
110110104	5	19394	19155					
110110104	6	18373	19774					
110110104	7	19073	18538					
110110104	8	18369	17887					
110110104	9	18616	18730					
110110105	1	17668	19331					
110110105	2	17794	20199					
110110105	3	18924	20175					
110110105	4	18743	20799					
110110105	5	18605	21328					
110110105	6	19086	21428					
110110105	7	19416	21604					
110110105	8	18926	21182					
110110105	9	19287	21828					
110110201	1	24850	18610					
110110201	2	24566	19224					
110110201	3	21852	19512					
110110201	4	21447	19549					
110110201	5	22655	19627					
110110201	6	23884	19342					
110110201	7	25945	21159					
110110201	8	25321	20199					
110110201	9	26410	20377					
110110206	1	20184	14910					
110110206	2	20432	15653					
110110206	3	21769	16344					
110110206	4	25202	17260					
110110206	5	25624	17307					
110110206	6	26438	17391					
110110206	7	26755	17431					
110110206	8	26629	17877					
110110206	9	25885	17809					
110110209	1	21912	23266					
110110209	1	22024	22393					
110110209	2	20904	21232					
110110209	2	21656	22950					
110110209	2	22412	23201					
110110209	3	21806	22716					
110110209	3	21899	23236					
110110209	3	22226	23150					
110110209	4	22818	23615					
110110209	4	22402	23899					
110110209	5	23392	24554					
110110209	5	22766	24504					
110110209	6	22875	24353					
110110209	6	22244	24081					
110110209	7	23565	23744					
110110209	7	23313	24332					
110110209	8	23513	23830					
110110209	8	22511	24622					
110110209	9	22392	24644					
110110209	9	22788	24493					
110110301	1	20759	22190					
110110301	2	23038	22748					
110110301	3	25199	23520					
110110301	4	23209	23885					
110110301	5	22097	24248					
110110301	6	21938	24100					
110110301	7	22059	24663					
110110301	8	22109	24315					
110110301	9	21992	24606					
110110303	1	22699	18493					
110110303	2	22336	19487					
110110303	3	22596	19700					
110110303	4	22987	20852					
110110303	5	23449	20862					
110110303	6	22993	20192					
110110303	7	22626	21608					
110110303	8	23014	21000					
110110303	9	23464	20080					
110110308	1	21617	20577					
110110308	2	20438	20554					
110110308	3	20670	21655					
110110308	4	21017	21497					
110110308	5	20597	21869					
110110308	6	20030	21874					
110110308	7	21046	21913					
110110308	8	20418	22061					
110110308	9	20308	22217					
110110311	4	17673	13534					
110110401	1	42111	26021					
110110401	2	40963	26080					
